,path,invoice,costo_prof,costo_total
0,2021-11-04_3300.pdf,T19899577,54024.770000000004,71218.39
1,2021-11-05_4346.pdf,K52062911,11848.49,29745.82
2,2021-11-07_1417.pdf,422333780,729.81,-1.0
3,2021-11-07_6674.pdf,311504539,10784.130000000001,58.94
4,2021-11-10_8066.pdf,F99280763,13959.06,28114.85
5,2021-11-11_5381.pdf,Q85897607,20445.61,23611.81
6,2021-11-11_819.pdf,D86176594,7521.450000000001,21918.11
7,2021-11-11_8271.pdf,554149466,8710.820000000002,28394.33
8,2021-11-12_519.pdf,H45592789,13164.269999999999,27143.03
9,2021-11-13_6462.pdf,473764986,23796.24,40462.31
10,2021-11-14_2757.pdf,951165322,28735.8,43208.36
11,2021-11-14_5502.pdf,S65501834,7590.66,23717.49
12,2021-11-15_2759.pdf,167704739,18337.52,25022.15
13,2021-11-16_196.pdf,362557395,3560.3599999999997,44485.82
14,2021-11-16_7925.pdf,91,17567.829999999998,40208.16
15,2021-11-17_6561.pdf,359927924,9402.400000000001,15470.05
16,2021-11-18_1545.pdf,R95062932,20895.42,41998.61
17,2021-11-18_4949.pdf,Z21359378,9937.18,9946.54
18,2021-11-18_5470.pdf,996585427,1109.93,5302.32
19,2021-11-18_6967.pdf,559686238,6966.14,4480.13
20,2021-11-20_2827.pdf,913685068,14243.830000000002,19222.55
21,2021-11-21_5468.pdf,448659692,5217.370000000001,20021.04
22,2021-11-21_8056.pdf,427130483,3837.74,5798.0
23,2021-11-23_2970.pdf,464244114,9031.35,20348.08
24,2021-11-24_7576.pdf,R88682178,9005.62,30725.63
25,2021-11-25_1154.pdf,X98019617,4945.66,22593.71
26,2021-11-25_4204.pdf,F27051059,14461.16,37356.25
27,2021-11-25_4563.pdf,26222,5698.16,3455.06
28,2021-11-25_5316.pdf,28177882,1187.03,7824.38
29,2021-11-26_5452.pdf,O74587322,4074.37,9229.71
30,2021-11-27_1485.pdf,496191376,563.74,24565.92
31,2021-11-30_5116.pdf,437924384,8705.09,22550.56
32,2021-11-30_6051.pdf,493809264,2407.54,18116.71
33,2021-11-30_7263.pdf,107817089,154.85,26547.95
34,2021-12-01_5730.pdf,230713523,21827.02,52666.47
35,2021-12-02_999.pdf,M61714936,11818.339999999998,19578.16
36,2021-12-03_4177.pdf,U89918007,2585.3700000000003,33351.54
37,2021-12-04_8105.pdf,545857892,3033.26,25673.39
38,2021-12-05_909.pdf,L86890013,31110.370000000003,35350.41
39,2021-12-06_202.pdf,L59231488,8456.87,20776.24
40,2021-12-07_2430.pdf,46786459,4169.99,20693.71
41,2021-12-07_3571.pdf,481478747,22646.92,24986.93
42,2021-12-07_8016.pdf,158743664,1712.0,19723.85
43,2021-12-11_1112.pdf,995696797,74705.64,102698.54
44,2021-12-13_2825.pdf,L14724362,17816.010000000002,38768.27
45,2021-12-14_600.pdf,Q93985855,6829.029999999999,13689.76
46,2021-12-15_5874.pdf,S088,4903.830000000001,-1.0
47,2021-12-15_7395.pdf,982562081,17013.420000000002,30808.06
48,2021-12-15_7954.pdf,F06663103,18151.53,31091.67
49,2021-12-18_2783.pdf,786550718,14640.619999999999,40315.52
50,2021-12-18_4271.pdf,134390787,5288.08,16472.68
51,2021-12-18_7692.pdf,B40269649,6229.47,8916.73
52,2021-12-18_7872.pdf,7,1988.5,29832.93
53,2021-12-21_1678.pdf,L64812100,5450.0599999999995,12067.31
54,2021-12-21_4419.pdf,U37132768,14505.44,1.0
55,2021-12-21_4912.pdf,Q89851356,7842.619999999999,18147.85
56,2021-12-21_5.pdf,E37309831,14208.68,32837.29
57,2021-12-21_5119.pdf,L39,33510.53,-1.0
58,2021-12-24_810.pdf,D89965256,6540.969999999999,32231.84
59,2021-12-26_2073.pdf,710133908,10839.65,27231.9
60,2021-12-26_2882.pdf,Q09368081,10639.66,37471.48
61,2021-12-26_4565.pdf,420529338,9376.72,26196.99
62,2021-12-27_2964.pdf,943699338,6816.74,60241.54
63,2021-12-27_8162.pdf,G02593868,7571.01,37899.04
64,2021-12-28_1209.pdf,C71149052,6013.92,27782.86
65,2021-12-28_2352.pdf,2021-12-28_2352,4511.3600000000015,27374.76
66,2021-12-28_5725.pdf,566661223,9212.73,16202.1
67,2021-12-30_5577.pdf,A45369396,40393.740000000005,74217.21
68,2021-12-31_3441.pdf,161357882,23527.579999999998,56272.89
69,2021-12-31_4050.pdf,605891755,8607.36,18848.77
70,2022-01-01_3882.pdf,X83188187,13693.869999999999,18382.65
71,2022-01-02_2373.pdf,903591967,1558.3400000000001,6246.85
72,2022-01-02_4220.pdf,45006065,43301.18,54474.96
73,2022-01-03_8027.pdf,702119743,3144.0299999999997,914.33
74,2022-01-05_1441.pdf,M10920090,14995.819999999998,54805.93
75,2022-01-05_2700.pdf,F90311080,15973.02,31296.34
76,2022-01-05_5367.pdf,J17243752,1907.87,-6579.5
77,2022-01-06_4664.pdf,C85747588,18264.88,24072.61
78,2022-01-06_804.pdf,480205534,20376.95,37589.97
79,2022-01-07_1386.pdf,R43083892,13454.72,19389.89
80,2022-01-07_3484.pdf,C13624591,2703.75,11969.39
81,2022-01-07_4870.pdf,357228529,2251.04,26750.5
82,2022-01-09_2947.pdf,x56233583,16430.27,20373.07
83,2022-01-09_5035.pdf,744122690,71.08,10567.75
84,2022-01-09_5953.pdf,30322505,0.0,13481.39
85,2022-01-09_6219.pdf,U37027152,23204.3,51106.29
86,2022-01-10_8305.pdf,02127167,13734.61,31450.04
87,2022-01-11_6978.pdf,L75330347,2678.6,8223.56
88,2022-01-12_2914.pdf,496647756,85174.28,92769.38
89,2022-01-13_2557.pdf,683178062,11788.329999999998,24638.96
90,2022-01-13_6499.pdf,605919725,15570.3,17215.07
91,2022-01-14_1177.pdf,232063675,7113.96,14793.62
92,2022-01-14_3438.pdf,416240896,1641.45,15788.68
93,2022-01-14_5260.pdf,166805875,8785.4,43655.59
94,2022-01-15_2081.pdf,002595603,1132.31,10685.62
95,2022-01-15_2247.pdf,K59760443,364.03,62577.66
96,2022-01-15_2940.pdf,461812608,10278.42,26106.23
97,2022-01-15_5324.pdf,P73352345,7939.31,29849.63
98,2022-01-16_5742.pdf,W14628872,2616.38,17175.25
99,2022-01-16_5792.pdf,V16480875,4362.49,16515.01
