,path,invoice,costo_prof,costo_total
0,Invoice (7016).pdf,W82315673,120.2,12187.45
1,Invoice (7021).pdf,99913669,7794.89,37123.26
2,Invoice (7026).pdf,150706777,7002.62,61361.43
3,Invoice (7027).pdf,519142644,5253.49,4623.01
4,Invoice (7028).pdf,286448858,14086.460000000001,18063.54
5,Invoice (7033).pdf,653098973,6964.961,26924.37
6,Invoice (7041).pdf,435701825,12910.91,22965.93
7,Invoice (7047).pdf,G77201038,15399.43,96.48
8,Invoice (7049).pdf,L86107682,23593.0,43022.42
9,Invoice (7058).pdf,899645703,11633.420000000002,18347.38
10,Invoice (7067).pdf,81322049,8000.1,1537.0
11,Invoice (7069).pdf,W70540068,4374.82,-660.46
12,Invoice (7077).pdf,X66217046,22264.11,36205.02
13,Invoice (7097).pdf,T33156149,7100.53,29154.72
14,Invoice (7101).pdf,137059816,5490.0,19990.67
15,Invoice (7112).pdf,X23232773,3065.46,14315.89
16,Invoice (7128).pdf,734420390,1331.0,3732.09
17,Invoice (713).pdf,T13850254,16307.75,55475.35
18,Invoice (7135).pdf,B54476634,2525.0,7555.55
19,Invoice (7137).pdf,909599,6706.51,43236.42
20,Invoice (7146).pdf,164519485,6534.25,18330.18
21,Invoice (7157).pdf,V39041986,13737.919999999998,21671.58
22,Invoice (716).pdf,796014322,4046.96,17350.87
23,Invoice (7160).pdf,091066564,13749.72,2887.0
24,Invoice (7162).pdf,791990171,7166.69,14573.98
25,Invoice (7163).pdf,Invoice (7163),12824.279999999999,34167.36
26,Invoice (7168).pdf,576702011,11838.459999999997,23798.59
27,Invoice (7178).pdf,732263141,897.0999999999999,25030.18
28,Invoice (7180).pdf,459768935,7261.360000000001,32318.3
29,Invoice (7193).pdf,451707004,215.33,-1.0
30,Invoice (7194).pdf,185454239,3989.9799999999996,10882.48
31,Invoice (7195).pdf,Q39111078,877.6500000000001,13421.54
32,Invoice (7223).pdf,E01530768,31238.579999999998,69529.8
33,Invoice (7229).pdf,781748143,479.85,25842.5
34,Invoice (7239).pdf,W29237910,5161.3,11111.75
35,Invoice (7251).pdf,H26824308,19463.489999999998,47314.4
36,Invoice (7255).pdf,Z01950171,4133.74,1718.57
37,Invoice (7262).pdf,293463957,3926.19,40597.73
38,Invoice (7285).pdf,V36795833,4116.26,6381.01
39,Invoice (7288).pdf,Invoice (7288),681.9399999999999,19889.0
40,Invoice (7296).pdf,F6045,890.4300000000001,29763.57
