,path,invoice,costo_prof,costo_total
0,Invoice (2990).pdf,L54322735,7141.64,21258.18
1,Invoice (2999).pdf,U16736754,2690.49,-1.0
2,Invoice (300).pdf,686584156,6659.5199999999995,18215.54
3,Invoice (3015).pdf,R57289731,2590.4900000000002,9552.25
4,Invoice (3024).pdf,412594638,14717.84,39502.54
5,Invoice (3027).pdf,343132351,11578.650000000001,21758.5
6,Invoice (3030).pdf,C68844063,9394.529999999999,22222.49
7,Invoice (3032).pdf,E93757455,12946.18,19221.32
8,Invoice (3054).pdf,J13458457,17718.489999999998,26329.55
9,Invoice (3056).pdf,V37427543,45161.93,54043.18
10,Invoice (306).pdf,575531791,27478.03,35187.34
11,Invoice (3075).pdf,447618688,6012.76,88313.96
12,Invoice (3093).pdf,752141483,888.28,44413.83
13,Invoice (3101).pdf,558556537,14266.369999999999,23959.33
14,Invoice (3111).pdf,745458685,1368.02,17827.27
15,Invoice (3112).pdf,H05850280,1470.98,33744.18
16,Invoice (3115).pdf,V85298956,26037.34,70237.68
17,Invoice (3133).pdf,V91157742,3975.7400000000002,-1.0
18,Invoice (3134).pdf,A41922219,3054.46,15575.85
19,Invoice (3140).pdf,289874490,2031.59,10556.43
20,Invoice (3144).pdf,618988651,7992.2300000000005,45259.76
21,Invoice (3148).pdf,136423268,9568.57,35891.39
22,Invoice (315).pdf,755601719,17601.64,34555.93
23,Invoice (316).pdf,183415481,88.17,21037.23
24,Invoice (3160).pdf,823613765,1060.24,6984.95
25,Invoice (3165).pdf,J35924647,43531.78999999999,53408.87
26,Invoice (3166).pdf,294505652,37519.941999999995,60881.68
27,Invoice (3168).pdf,N86652581,15520.24,34125.16
28,Invoice (3173).pdf,133711112,7713.26,-2391.17
29,Invoice (3174).pdf,747094435,8550.02,22541.3
30,Invoice (3177).pdf,47226396,17834.39,26228.45
31,Invoice (3194).pdf,372079082,7815.9400000000005,31235.86
32,Invoice (32).pdf,D11535455,2323.8900000000003,4635.64
33,Invoice (3202).pdf,99647127,6803.73,15101.56
34,Invoice (3212).pdf,823967425,5757.93,31612.93
35,Invoice (3214).pdf,797456491,63358.99,35594.83
36,Invoice (3219).pdf,61581503,27396.549999999996,-1.0
37,Invoice (3221).pdf,489355328,343.14,40113.27
38,Invoice (3227).pdf,P58448239,33430.28,35432.13
39,Invoice (3232).pdf,K76771746,3080.33,16992.58
40,Invoice (3237).pdf,w95363088,6107.26,16060.59
41,Invoice (3243).pdf,850505197,33019.149999999994,43.0
42,Invoice (3244).pdf,27307069,1461.6599999999999,29955.19
43,Invoice (3249).pdf,D92914869,19732.08,20984.7
44,Invoice (325).pdf,Q78108237,9220.25,14706.95
45,Invoice (3253).pdf,890251515,8504.5,25185.57
46,Invoice (3260).pdf,817019455,8742.39,35817.65
47,Invoice (3267).pdf,U44453283,12805.52,23059.43
48,Invoice (3268).pdf,E84344395,16291.63,23975.88
49,Invoice (3273).pdf,Invoice (3273),5037.88,19615.4
50,Invoice (3274).pdf,Invoice (3274),4901.799999999999,26429.16
51,Invoice (3281).pdf,501418185,4517.51,16743.84
52,Invoice (3293).pdf,E06749200,14927.67,27232.53
53,Invoice (3298).pdf,V74412023,0.0,-1.0
54,Invoice (33).pdf,M99701294,2124.62,15654.3
55,Invoice (3308).pdf,250097987,28581.08,46859.6
56,Invoice (3311).pdf,J81505654,2621.56,17010.02
57,Invoice (3312).pdf,F21775259,7281.43,17258.28
58,Invoice (3316).pdf,172762331,14624.09,31035.91
59,Invoice (3319).pdf,292616354,2218.5099999999998,19612.77
60,Invoice (332).pdf,972138635,6144.6,19386.37
61,Invoice (3323).pdf,Invoice (3323),39154.81,45250.12
62,Invoice (3328).pdf,L65161347,32241.579999999998,47414.48
63,Invoice (3342).pdf,274445312,998.88,13245.48
64,Invoice (3346).pdf,170110671,1448.65,98.0
65,Invoice (3348).pdf,225289155,7943.35,18113.75
66,Invoice (3353).pdf,577554232,28034.22,35467.85
67,Invoice (3356).pdf,781761850,33300.579999999994,-1.0
68,Invoice (3357).pdf,592167147,799.52,18762.9
69,Invoice (3358).pdf,863900709,13454.72,42491.7
70,Invoice (336).pdf,403683388,9082.67,41289.42
71,Invoice (3362).pdf,413236526,3648.39,16660.58
72,Invoice (3363).pdf,199854916,1837.2,8986.74
73,Invoice (3372).pdf,V27515750,8898.8,17710.88
74,Invoice (3373).pdf,97419678,8815.77,27444.09
75,Invoice (3376).pdf,044212715,37237.72,59115.45
76,Invoice (3395).pdf,O67599245,4092.52,7779.37
77,Invoice (3408).pdf,44598886,10182.550000000001,23508.42
78,Invoice (341).pdf,D49607132,5705.67,15138.96
79,Invoice (3410).pdf,027634762,14273.220000000001,22515.65
80,Invoice (3413).pdf,B07706242,3956.7000000000003,-1.0
81,Invoice (3416).pdf,70873354,656.38,21849.02
82,Invoice (3428).pdf,M85031182,6857.45,8309.1
83,Invoice (3429).pdf,9158142,19592.45,43238.38
84,Invoice (343).pdf,742330985,570.14,22733.23
85,Invoice (3439).pdf,622633797,0.0,-1.0
86,Invoice (3440).pdf,612507811,14850.01,36244.24
87,Invoice (3443).pdf,W34406099,5164.31,5603.88
88,Invoice (3451).pdf,M21589512,43927.82,72504.97
89,Invoice (3452).pdf,T07745830,16880.53,29085.29
90,Invoice (3456).pdf,969744534,5667.66,17076.49
91,Invoice (3457).pdf,D81325903,839.2299999999999,-1.0
92,Invoice (3459).pdf,611250061,6764.000000000001,22842.0
93,Invoice (3461).pdf,836704930,2482.04,40.0
94,Invoice (3477).pdf,520349691,97.98,30178.97
95,Invoice (3481).pdf,L24684814,18112.61,39028.46
96,Invoice (3488).pdf,J65706829,49624.43,69566.32
97,Invoice (3497).pdf,10475380,781.01,13983.8
98,Invoice (3510).pdf,155968238,17631.960000000003,32239.43
99,Invoice (3513).pdf,A10436320,41012.399999999994,55976.1
