,path,invoice,costo_prof,costo_total
0,Invoice (1475).pdf,985279020,5420.01,46359.09
1,Invoice (1477).pdf,1996247,4806.88,24499.37
2,Invoice (1496).pdf,376097634,3269.1499999999996,22132.45
3,Invoice (1498).pdf,215471,3563.15,41109.82
4,Invoice (1529).pdf,656215458,17641.510000000002,24581.97
5,Invoice (153).pdf,987120802,1844.84,20525.75
6,Invoice (1537).pdf,B58075757,799.0899999999999,13557.02
7,Invoice (1558).pdf,851298612,6209.200000000001,9698.3
8,Invoice (1561).pdf,i9606858,4363.999999999999,9669.01
9,Invoice (1567).pdf,E20297949,5701.75,9759.09
10,Invoice (1575).pdf,022057187,14455.630000000001,27173.37
11,Invoice (158).pdf,326452630,10336.16,20784.07
12,Invoice (1584).pdf,W98470507,9567.759999999998,34429.36
13,Invoice (1586).pdf,H48654517,11242.069999999998,17021.83
14,Invoice (1597).pdf,177027650,30782.69,49654.2
15,Invoice (1599).pdf,A45196320,13196.58,32113.91
16,Invoice (1604).pdf,C0229,6239.17,26126.62
17,Invoice (1607).pdf,317468,13016.55,28415.74
18,Invoice (1615).pdf,921215394,5032.01,11181.92
19,Invoice (1617).pdf,Y43833884,15214.059999999998,26632.42
20,Invoice (1618).pdf,79433170,2186.25,13164.0
21,Invoice (1631).pdf,N58964997,41155.45999999999,52854.71
22,Invoice (1635).pdf,509350373,8577.84,20424.03
23,Invoice (1641).pdf,59973349,4562.07,23960.93
24,Invoice (1666).pdf,435749897,3370.6800000000003,43602.35
25,Invoice (1674).pdf,Q26944421,11537.86,21331.49
26,Invoice (1677).pdf,15324790,1496.5900000000001,14435.5
27,Invoice (1690).pdf,L20346774,3364.83,32224.04
28,Invoice (1720).pdf,N86622601,6651.17,-1.0
29,Invoice (1730).pdf,P36192023,2524.82,13920.75
30,Invoice (1733).pdf,R70096617,6911.96,22571.62
31,Invoice (1739).pdf,G20343991,14380.63,26512.08
32,Invoice (1751).pdf,355929227,9390.619999999999,17790.36
33,Invoice (1755).pdf,565705358,21722.79,51468.53
34,Invoice (1770).pdf,539901562,12692.54,30183.68
35,Invoice (1771).pdf,8371954,5684.51,17.68
36,Invoice (1775).pdf,547731187,3690.5,9703.09
37,Invoice (1776).pdf,894936547,11444.71,20768.12
