,path,invoice,costo_prof,costo_total
0,2022-09-17_6312.pdf,A44832457,22141.039999999997,24693.95
1,2022-09-18_2580.pdf,W82222154,39558.01,41036.19
2,2022-09-20_1474.pdf,L12275884,8069.55,-1.0
3,2022-09-20_1850.pdf,951186207,4802.11,-1.0
4,2022-09-21_6618.pdf,M18768,20222.699999999997,28918.22
5,2022-09-22_1050.pdf,K24837368,5161.97,16973.15
6,2022-09-23_6374.pdf,757444,10284.52,12740.16
7,2022-09-23_6396.pdf,289809440,1229.85,22297.49
8,2022-10-01_932.pdf,M24911865,2481.7200000000003,22253.8
9,2022-10-02_2907.pdf,641435645,2158.0299999999997,0.0
10,2022-10-02_7154.pdf,D80723764,29203.17,37554.68
11,2022-10-05_6377.pdf,774732206,5774.1900000000005,3364.33
12,2022-10-07_5385.pdf,F31464927,10825.33,20509.26
13,2022-10-09_5433.pdf,T75587473,8013.6,41834.22
14,2022-10-10_1200.pdf,928824085,5076.07,9054.6
15,2022-10-10_7134.pdf,Z64474394,2306.7700000000004,28695.03
16,2022-10-13_3974.pdf,608079706,15164.75,36.47
17,2022-10-14_1133.pdf,H64226432,5437.33,18896.9
18,2022-10-14_204.pdf,U17850650,5485.73,13519.0
19,2022-10-14_4798.pdf,B54349253,11756.49,52556.45
20,2022-10-15_5138.pdf,106933115,1.0,20356.53
21,2022-10-15_6911.pdf,678,13070.94,33938.68
22,2022-10-17_2447.pdf,Y70606821,2683.09,27498.42
23,2022-10-17_5348.pdf,443311122,8770.12,23274.2
24,2022-10-18_3087.pdf,A10084577,4843.12,13660.16
25,2022-10-18_3270.pdf,H67642003,8977.400000000001,-1.0
26,2022-10-19_1524.pdf,39518406,6245.950000000001,15418.57
27,2022-10-21_6603.pdf,772234855,3523.6600000000003,5767.23
28,2022-10-22_365.pdf,L70579294,14475.619999999999,24161.3
29,2022-10-25_1642.pdf,692561177,28.889999999999997,48465.59
30,2022-10-27_1795.pdf,J06771257,1096.9999999999998,9894.6
31,2022-10-27_2231.pdf,V38322,7254.39,55917.34
32,2022-10-27_3978.pdf,247695446,16143.04,21388.17
33,2022-10-28_434.pdf,T19049083,10743.45,30217.38
34,2022-10-29_8197.pdf,L70827529,5910.45,29116.69
35,2022-10-30_1259.pdf,934501177,5839.97,20310.24
36,2022-10-30_4997.pdf,M92614726,5981.74,23275.11
37,2022-10-30_504.pdf,835843019,13425.77,33.01
38,2022-10-31_2437.pdf,554773728,17919.39,27334.53
39,2022-10-31_3132.pdf,S78347478,14723.140000000001,38835.44
40,2022-10-31_5549.pdf,N75831256,49630.95999999999,50618.81
41,2022-11-02_2477.pdf,U29550587,2294.5,35464.88
42,2022-11-02_2780.pdf,w50090699,31679.9,75267.84
43,2022-11-02_3849.pdf,596330448,6785.13,10716.31
44,2022-11-02_4825.pdf,180254813,4154.660000000001,5372.79
45,2022-11-04_2300.pdf,986610902,3452.87,14784.89
46,2022-11-04_2501.pdf,S50610451,1074.4499999999998,12743.67
