,path,invoice,costo_prof,costo_total
0,90032164.pdf,90032164,7688.240000000001,26045.01
1,902102106.pdf,902102106,9859.51,25575.12
2,90345005.pdf,90345005,7154.48,10558.38
3,904739846.pdf,904739846,1504.8899999999999,9317.52
4,905920586.pdf,905920586,11701.689999999999,33706.67
5,907523490.pdf,907523490,14942.41,44912.22
6,908911478.pdf,908911478,13985.17,18.0
7,909375179.pdf,909375179,20923.16,48958.3
8,911100672.pdf,911100672,6827.02,23030.77
9,9121602.pdf,9121602,5928.93,-1.0
10,913286915.pdf,913286915,13729.67,-1.0
11,915765520.pdf,915765520,23888.07,59730.87
12,916297017.pdf,916297017,12504.279999999999,-1.0
13,921153026.pdf,921153026,8596.37,45062.34
14,924961921.pdf,924961921,4475.95,27130.07
15,926534338.pdf,m926534338,39447.1,57599.01
16,926690002.pdf,26690002,13338.580000000002,20042.85
17,928257861.pdf,928257861,2238.15,4798.78
18,930156297.pdf,930156297,3411.78,10926.36
19,931348907.pdf,931348907,10646.7,30161.27
20,931564981.pdf,931564981,4.0,11388.56
21,932331253.pdf,932331253,31939.46,44601.62
22,935250345.pdf,935250345,3665.7799999999997,10769.88
23,936442873.pdf,936442873,1673.75,46682.95
24,940328079.pdf,940328079,2674.82,1716.03
25,947224054.pdf,947224054,14151.79,39353.81
26,947457305.pdf,947457305,13390.71,12537.86
27,949155858.pdf,949155858,4932.27,19301.92
28,952021602.pdf,952021602,12905.769999999999,17525.44
29,953642851.pdf,953642851,10910.58,10548.42
30,955884970.pdf,955884970,8984.630000000001,22.0
31,958422950.pdf,958422950,10728.66,19322.77
32,959582503.pdf,959582503,8505.49,38792.48
33,963266757.pdf,963266757,21929.34,31862.46
34,966701905.pdf,966701905,3805.4,28258.58
35,970563448.pdf,970563448,9374.07,12823.49
36,971239290.pdf,971239290,23046.46,40644.26
37,972427062.pdf,972427062,3839.68,-1.0
38,972477866.pdf,972477866,5425.92,21283.62
39,973013330.pdf,3013330,13833.99,23376.5
40,974378313.pdf,974378313,0.0,1988.44
41,974419483.pdf,974419483,9823.36,31394.84
42,976577296.pdf,976577296,8262.62,49093.29
43,979670285.pdf,979670285,2285.75,4511.72
44,984647384.pdf,984647384,0.0,18844.04
45,98523859.pdf,98523859,4404.55,20790.46
46,986216041.pdf,986216041,21733.53,28714.0
47,986973581.pdf,986973581,67129.94,61577.0
48,987600747.pdf,987600747,20234.77,28192.02
49,989379790.pdf,989379790,4785.7300000000005,18732.73
50,989569848.pdf,989569848,8351.49,17032.35
51,991001106.pdf,991001106,3435.49,20.05
52,992979454.pdf,992979454,10964.02,1.0
53,994618210.pdf,994618210,8535.560000000001,21208.85
54,995069335.pdf,995069335,32873.96,59066.39
55,999446614.pdf,999446614,10270.18,36404.1
56,A00590135.pdf,A00590135,1132.87,18004.59
57,A00843943.pdf,A00843943,11587.41,11405.09
58,A01782684.pdf,A01782684,41011.99999999999,46305.06
59,A05884948.pdf,A05884948,11781.67,19039.2
60,A08797682.pdf,A08797682,115.84,18349.83
61,A14355958.pdf,l4355958,5668.99,24042.05
62,A14777090.pdf,A14777090,41433.52,62965.05
63,A23001558.pdf,A23001558,39119.66000000001,37085.88
64,A24802979.pdf,A24802979,20805.09,-1.0
65,A28743457.pdf,A28743457,7690.08,41524.54
66,A30886607.pdf,A30886607,3485.9900000000002,16385.99
67,A38925387.pdf,A38925387,8025.53,23854.01
68,A44443535.pdf,A44443535,1826.81,54437.43
69,A45515316.pdf,A45515316,4104.45,-2637.24
70,A48624134.pdf,A48624134,5036.15,-1.0
71,A49017508.pdf,A49017508,4618.679999999999,18997.04
72,A56544011.pdf,A56544011,2236.9700000000003,6991.38
73,A56869287.pdf,A56869287,14421.09,29611.9
74,A63130654.pdf,A63130654,10668.64,20523.8
75,A69243791.pdf,A69243791,3816.05,17626.66
76,A70979642.pdf,A70979642,6967.66,24311.4
77,A76617415.pdf,A76617415,31078.500000000004,50903.48
78,A76823618.pdf,A76823618,6485.099999999999,-1.0
79,A79630013.pdf,A79630013,11767.36,23629.14
80,A83835809.pdf,A83835809,5604.29,16378.3
81,A84129136.pdf,A84129136,2204.77,24049.36
82,A86889669.pdf,A86889669,536.4399999999999,23685.78
83,A93080241.pdf,A93080241,570.14,11050.83
84,A94788911.pdf,A94788911,8689.85,18533.94
85,A97480508.pdf,A97480508,9197.0,12982.04
86,A99436936.pdf,A99436936,1094.74,308619.63
87,AcostaBrown_2023-03-23.pdf,807280324,10565.93,21540.17
88,AcostaRomeroandDunlap_2021-04-15.pdf,282840512,7512.29,19854.69
89,AdamsandSons_2023-02-18.pdf,786834626,12511.88,21170.7
90,AdamsPorterandPierce_2023-05-06.pdf,816017694,11119.210000000001,-1.0
91,AdamsSimmonsandAllison_2022-12-27.pdf,186249547,9776.54,23866.29
92,AlexanderBrown_2023-03-16.pdf,830987797,9551.09,15767.59
93,AlexanderHerreraandMiller_2022-11-10.pdf,P70835091,33094.43,37686.72
94,AlexanderKrause_2021-01-11.pdf,135574240,61972.85,70402.15
95,AllenGroup_2021-02-04.pdf,L00981624,634.0,3422.07
96,AllenGroup_2021-07-14.pdf,408632278,9772.82,44483.75
97,AllenGroup_2022-07-07.pdf,411697483,15897.1,31793.87
98,AllenLaneandAllen_2021-03-06.pdf,787811741,15825.870000000003,21239.97
99,AllenWright_2021-07-05.pdf,792282562,6471.5,36052.2
